deal_id,date_id,client_id,product_id,revenue_byn,quantity,stage_name,is_first_deal
7174,20251029,5,40,0.0,1,Переговоры,False
95,20251117,5,89,0.0,2,Лид,False
2102,20251202,5,17,0.0,1,Лид,False
9535,20240117,6,90,0.0,2,Предложение отправлено,True
7294,20240119,6,17,0.0,2,Предложение отправлено,False
4463,20240122,6,12,0.0,1,Лид,False
1035,20240124,6,18,0.0,2,Предложение отправлено,False
3249,20240321,6,25,0.0,1,Лид,False
5104,20240406,6,5,0.0,1,Контакт установлен,False
6724,20240425,6,83,0.0,5,Лид,False
3788,20240707,6,66,491.8,2,Сделка закрыта,False
4268,20240825,6,20,275.22,3,Сделка закрыта,False
9514,20241122,6,98,0.0,2,Лид,False
5209,20250114,6,82,0.0,2,Предложение отправлено,False
1079,20250124,6,13,0.0,3,Лид,False
6186,20250502,6,46,0.0,2,Предложение отправлено,False
9412,20250510,6,42,0.0,3,Лид,False
2175,20250622,6,11,0.0,2,Переговоры,False
1138,20250626,6,64,0.0,1,Лид,False
5626,20250731,6,74,0.0,3,Лид,False
116,20250802,6,20,147.36,2,Сделка закрыта,False
2081,20251019,6,13,0.0,2,Контакт установлен,False
5116,20251025,6,12,266.11,1,Сделка закрыта,False
1397,20251130,6,88,0.0,2,Лид,False
3157,20251212,6,56,0.0,2,Предложение отправлено,False
7505,20251215,6,49,0.0,3,Контакт установлен,False
6030,20251231,6,28,0.0,1,Лид,False
5359,20240130,7,78,0.0,2,Переговоры,True
4617,20240301,7,48,0.0,3,Лид,False
8159,20240414,7,88,0.0,2,Переговоры,False
5047,20240708,7,53,0.0,1,Контакт установлен,False
430,20240804,7,88,0.0,3,Переговоры,False
8733,20241224,7,12,0.0,3,Переговоры,False
7251,20250221,7,63,878.82,3,Сделка закрыта,False
56,20250321,7,62,0.0,2,Предложение отправлено,False
7574,20250410,7,47,0.0,2,Контакт установлен,False
4806,20250706,7,9,0.0,3,Контакт установлен,False
3281,20250718,7,90,0.0,4,Переговоры,False
1062,20250728,7,38,0.0,2,Предложение отправлено,False
2815,20250802,7,71,0.0,2,Контакт установлен,False
1791,20250804,7,37,0.0,1,Лид,False
9617,20251001,7,34,0.0,2,Предложение отправлено,False
4279,20251124,7,32,271.44,4,Сделка закрыта,False
2624,20240122,8,58,0.0,1,Контакт установлен,True
2669,20240131,8,35,0.0,2,Контакт установлен,False
5877,20240222,8,27,0.0,2,Контакт установлен,False
2388,20240228,8,45,0.0,2,Предложение отправлено,False
8411,20240513,8,70,0.0,2,Переговоры,False
1563,20240624,8,31,0.0,1,Лид,False
6086,20240923,8,42,0.0,1,Лид,False
3521,20241110,8,99,0.0,2,Контакт установлен,False
6954,20241209,8,53,0.0,4,Контакт установлен,False
3321,20250127,8,16,0.0,3,Переговоры,False
9263,20250209,8,14,0.0,1,Лид,False
7604,20250225,8,84,0.0,4,Контакт установлен,False
6544,20250513,8,4,263.83,1,Сделка закрыта,False
4222,20250516,8,45,0.0,6,Контакт установлен,False
807,20240220,9,52,0.0,2,Лид,True
635,20240224,9,52,0.0,2,Предложение отправлено,False
7794,20240319,9,52,0.0,3,Лид,False
3938,20240322,9,37,0.0,2,Лид,False
9902,20240522,9,36,0.0,1,Контакт установлен,False
6176,20240723,9,46,0.0,1,Переговоры,False
3751,20240801,9,78,0.0,2,Лид,False
9824,20240815,9,64,0.0,2,Контакт установлен,False
2917,20240930,9,50,0.0,3,Лид,False
4504,20241019,9,44,0.0,4,Лид,False
7945,20241106,9,30,0.0,4,Лид,False
2446,20241114,9,28,0.0,2,Лид,False
7584,20241216,9,66,0.0,1,Переговоры,False
9111,20250126,9,91,346.26,2,Сделка закрыта,False
7954,20250516,9,82,0.0,1,Переговоры,False
1256,20250802,9,82,0.0,1,Контакт установлен,False
4272,20250831,9,54,0.0,3,Лид,False
5294,20250903,9,97,0.0,1,Лид,False
2051,20251110,9,72,0.0,1,Контакт установлен,False
2042,20251119,9,43,0.0,3,Контакт установлен,False
7601,20251204,9,9,0.0,2,Лид,False
2371,20240113,10,47,0.0,1,Переговоры,True
70,20240124,10,78,0.0,4,Контакт установлен,False
1720,20240312,10,21,0.0,1,Лид,False
5519,20240330,10,25,0.0,1,Переговоры,False
3900,20240427,10,9,0.0,1,Лид,False
551,20240606,10,62,0.0,2,Лид,False
6129,20240611,10,18,0.0,2,Контакт установлен,False
2711,20240615,10,3,0.0,2,Контакт установлен,False
604,20240719,10,36,0.0,2,Контакт установлен,False
6935,20240811,10,76,0.0,4,Переговоры,False
8778,20240817,10,36,0.0,3,Переговоры,False
5512,20240908,10,9,0.0,2,Лид,False
5466,20240923,10,68,58.2,1,Сделка закрыта,False
2710,20241030,10,61,0.0,5,Лид,False
3845,20241204,10,52,0.0,2,Лид,False
6404,20241219,10,83,0.0,2,Переговоры,False
4117,20250219,10,4,0.0,2,Переговоры,False
9145,20250331,10,90,0.0,3,Предложение отправлено,False
34,20250417,10,59,0.0,2,Предложение отправлено,False
8656,20250507,10,31,0.0,3,Контакт установлен,False
4020,20250714,10,41,0.0,4,Переговоры,False
2433,20250925,10,17,0.0,3,Лид,False
8414,20250927,10,100,0.0,1,Переговоры,False
1548,20251121,10,66,0.0,4,Лид,False
7378,20251126,10,6,0.0,1,Контакт установлен,False
8844,20240101,11,22,0.0,2,Контакт установлен,True
9368,20240206,11,54,1297.35,5,Сделка закрыта,False
3344,20240312,11,71,0.0,3,Контакт установлен,False
6703,20240523,11,15,0.0,3,Лид,False
3022,20240703,11,58,99.12,3,Сделка закрыта,False
428,20240808,11,40,0.0,4,Контакт установлен,False
6000,20240823,11,15,0.0,2,Лид,False
2306,20240905,11,70,0.0,1,Контакт установлен,False
5552,20240911,11,17,0.0,3,Лид,False
5046,20241031,11,58,0.0,1,Контакт установлен,False
2682,20241201,11,7,0.0,2,Предложение отправлено,False
2285,20241223,11,88,0.0,2,Контакт установлен,False
4106,20250121,11,21,0.0,4,Контакт установлен,False
8898,20250208,11,46,0.0,1,Лид,False
4056,20250316,11,90,37.64,1,Сделка закрыта,False
2752,20250319,11,14,0.0,2,Лид,False
6118,20250401,11,18,0.0,1,Лид,False
949,20250512,11,6,0.0,3,Контакт установлен,False
3968,20250515,11,40,0.0,2,Переговоры,False
8028,20250520,11,92,0.0,4,Лид,False
2534,20250618,11,30,0.0,1,Предложение отправлено,False
8905,20250804,11,65,618.55,1,Сделка закрыта,False
2782,20251101,11,32,0.0,2,Предложение отправлено,False
141,20251116,11,60,0.0,2,Лид,False
2527,20240119,12,86,0.0,2,Лид,True
7035,20240122,12,68,0.0,4,Предложение отправлено,False
6553,20240323,12,16,0.0,1,Лид,False
7642,20240413,12,3,1432.28,4,Сделка закрыта,False
5779,20240426,12,81,0.0,2,Контакт установлен,False
4882,20240621,12,52,0.0,1,Переговоры,False
9470,20240819,12,96,0.0,2,Контакт установлен,False
9799,20241007,12,79,0.0,2,Лид,False
5686,20241028,12,9,0.0,1,Лид,False
7331,20241202,12,84,0.0,2,Контакт установлен,False
9292,20241227,12,92,0.0,2,Предложение отправлено,False
8427,20250114,12,49,0.0,1,Контакт установлен,False
5879,20250129,12,94,0.0,1,Лид,False
7844,20250320,12,100,0.0,2,Предложение отправлено,False
3579,20250625,12,9,0.0,2,Контакт установлен,False
7009,20250724,12,50,0.0,2,Переговоры,False
8179,20251013,12,88,104.94,2,Сделка закрыта,False
9817,20251024,12,82,0.0,2,Контакт установлен,False
8254,20240625,13,4,0.0,1,Предложение отправлено,True
2745,20240813,13,19,0.0,2,Контакт установлен,False
2404,20240902,13,79,124.05,3,Сделка закрыта,False
7961,20241102,13,17,1100.7,2,Сделка закрыта,False
8410,20241117,13,23,0.0,1,Лид,False
2606,20241208,13,99,0.0,2,Контакт установлен,False
9481,20241214,13,89,0.0,2,Контакт установлен,False
1513,20250203,13,88,0.0,1,Лид,False
8355,20250509,13,82,0.0,3,Предложение отправлено,False
1475,20250523,13,80,0.0,1,Лид,False
3510,20250618,13,63,0.0,1,Лид,False
7896,20250725,13,88,0.0,1,Лид,False
2132,20250924,13,95,312.42,3,Сделка закрыта,False
5419,20251110,13,78,0.0,3,Контакт установлен,False
9395,20251130,13,47,0.0,1,Контакт установлен,False
8364,20251217,13,14,0.0,1,Переговоры,False
1425,20251222,13,69,0.0,3,Контакт установлен,False
325,20240214,14,98,0.0,3,Лид,True
9560,20240328,14,37,0.0,2,Переговоры,False
6322,20240331,14,50,1608.68,2,Сделка закрыта,False
7892,20240406,14,40,0.0,2,Переговоры,False
6605,20240426,14,93,0.0,1,Лид,False
783,20240514,14,96,0.0,2,Лид,False
629,20240730,14,100,0.0,2,Контакт установлен,False
1623,20240925,14,64,0.0,2,Переговоры,False
2391,20250320,14,96,0.0,2,Контакт установлен,False
6894,20250322,14,38,0.0,1,Предложение отправлено,False
8553,20250331,14,100,0.0,1,Контакт установлен,False
8025,20250430,14,67,0.0,2,Лид,False
5451,20250603,14,60,0.0,3,Предложение отправлено,False
4022,20250712,14,39,0.0,2,Контакт установлен,False
9415,20250922,14,21,0.0,1,Лид,False
4785,20251023,14,95,0.0,1,Контакт установлен,False
4597,20251125,14,55,0.0,3,Лид,False
8823,20240113,15,77,0.0,1,Контакт установлен,True
4164,20240324,15,13,0.0,1,Контакт установлен,False
5083,20240401,15,73,0.0,2,Предложение отправлено,False
6159,20240518,15,58,167.31,3,Сделка закрыта,False
3762,20240520,15,14,0.0,2,Лид,False
3701,20240927,15,16,0.0,2,Контакт установлен,False
9189,20241101,15,64,0.0,2,Лид,False
315,20241123,15,50,0.0,1,Лид,False
3934,20250105,15,76,0.0,2,Лид,False
8010,20250118,15,97,0.0,1,Лид,False
9570,20250206,15,14,553.35,1,Сделка закрыта,False
8953,20250312,15,18,0.0,3,Лид,False
971,20250313,15,48,0.0,1,Переговоры,False
5718,20250622,15,29,0.0,1,Контакт установлен,False
6590,20250711,15,42,0.0,3,Лид,False
5860,20251010,15,94,0.0,3,Предложение отправлено,False
2296,20251105,15,83,0.0,2,Предложение отправлено,False
5483,20240307,16,12,0.0,2,Лид,True
901,20240312,16,45,0.0,1,Предложение отправлено,False
1244,20240312,16,77,0.0,1,Переговоры,False
3925,20240407,16,23,0.0,2,Контакт установлен,False
1099,20240510,16,99,0.0,3,Лид,False
4613,20240520,16,1,0.0,2,Лид,False
9001,20240601,16,14,0.0,1,Предложение отправлено,False
5347,20240704,16,4,0.0,1,Лид,False
9814,20240709,16,54,204.0,1,Сделка закрыта,False
4150,20240730,16,100,0.0,1,Лид,False
2911,20240815,16,87,0.0,2,Контакт установлен,False
4347,20241007,16,97,0.0,1,Переговоры,False
5379,20241101,16,45,0.0,4,Предложение отправлено,False
3314,20241109,16,14,0.0,4,Контакт установлен,False
4058,20250210,16,76,0.0,1,Лид,False
3,20250318,16,92,0.0,3,Переговоры,False
2631,20250407,16,60,0.0,2,Лид,False
7146,20250408,16,52,0.0,1,Контакт установлен,False
5076,20250510,16,55,0.0,1,Переговоры,False
7732,20250511,16,57,0.0,1,Лид,False
3844,20250604,16,68,0.0,1,Лид,False
1441,20250622,16,89,0.0,3,Контакт установлен,False
3963,20250821,16,93,0.0,3,Предложение отправлено,False
6679,20250907,16,2,0.0,1,Лид,False
943,20250925,16,88,69.05,1,Сделка закрыта,False
9447,20251006,16,86,0.0,2,Переговоры,False
1733,20251007,16,3,0.0,3,Контакт установлен,False
12,20251115,16,85,0.0,3,Контакт установлен,False
9518,20251119,16,19,241.92,1,Сделка закрыта,False
1467,20240121,17,84,283.38,3,Сделка закрыта,True
933,20241022,17,29,0.0,3,Переговоры,False
9397,20241212,17,87,0.0,1,Предложение отправлено,False
7768,20250122,17,86,278.08,4,Сделка закрыта,False
6572,20250124,17,82,0.0,3,Лид,False
7094,20250131,17,62,479.19,3,Сделка закрыта,False
1245,20250202,17,15,0.0,2,Контакт установлен,False
3833,20250204,17,44,0.0,3,Лид,False
8257,20250501,17,48,0.0,2,Лид,False
5233,20250706,17,35,0.0,3,Контакт установлен,False
8719,20250811,17,78,0.0,2,Лид,False
4363,20250824,17,34,0.0,1,Контакт установлен,False
6582,20240110,18,39,0.0,1,Контакт установлен,True
8708,20240120,18,47,0.0,4,Контакт установлен,False
9170,20240221,18,28,0.0,2,Лид,False
4469,20240321,18,63,0.0,1,Переговоры,False
5131,20240323,18,40,248.09,1,Сделка закрыта,False
7053,20240326,18,61,0.0,5,Лид,False
3910,20240704,18,46,0.0,4,Переговоры,False
3980,20240708,18,66,0.0,2,Контакт установлен,False
3707,20240715,18,11,0.0,1,Предложение отправлено,False
8620,20240812,18,88,0.0,1,Лид,False
5115,20241120,18,42,0.0,3,Лид,False
4265,20250105,18,39,0.0,1,Предложение отправлено,False
9316,20250122,18,19,0.0,1,Лид,False
2070,20250128,18,56,0.0,1,Лид,False
4894,20250306,18,19,0.0,3,Переговоры,False
432,20250411,18,76,0.0,3,Предложение отправлено,False
2363,20250419,18,34,0.0,1,Контакт установлен,False
9707,20250428,18,69,0.0,2,Лид,False
2535,20250825,18,5,0.0,2,Переговоры,False
9433,20250908,18,67,523.78,2,Сделка закрыта,False
8390,20250921,18,13,0.0,2,Контакт установлен,False
6961,20251001,18,25,0.0,1,Переговоры,False
8632,20240201,19,33,0.0,2,Лид,True
6659,20240330,19,15,0.0,2,Переговоры,False
4817,20240531,19,44,47.05,1,Сделка закрыта,False
5967,20241114,19,70,0.0,2,Предложение отправлено,False
5376,20241123,19,50,0.0,4,Контакт установлен,False
1524,20250119,19,7,0.0,4,Переговоры,False
4049,20250124,19,8,0.0,2,Переговоры,False
5132,20250322,19,56,0.0,3,Лид,False
2276,20250412,19,23,0.0,3,Лид,False
1843,20240312,20,3,0.0,1,Лид,True
5836,20240523,20,7,0.0,1,Лид,False
505,20240620,20,63,0.0,2,Контакт установлен,False
4342,20240625,20,60,0.0,4,Предложение отправлено,False
1342,20240803,20,80,0.0,2,Контакт установлен,False
7673,20241008,20,57,0.0,1,Контакт установлен,False
7071,20241025,20,17,0.0,2,Лид,False
9204,20241026,20,50,0.0,2,Контакт установлен,False
4192,20241111,20,52,0.0,1,Переговоры,False
766,20241116,20,78,0.0,4,Лид,False
6244,20241120,20,96,0.0,2,Контакт установлен,False
4186,20241124,20,30,627.48,1,Сделка закрыта,False
7587,20241124,20,17,0.0,1,Предложение отправлено,False
251,20250104,20,42,312.36,1,Сделка закрыта,False
7012,20250104,20,23,0.0,2,Контакт установлен,False
3297,20250817,20,88,0.0,2,Лид,False
4205,20251025,20,7,0.0,4,Лид,False
4533,20251128,20,99,0.0,2,Лид,False
6567,20251219,20,14,0.0,2,Переговоры,False
7380,20240202,21,68,0.0,1,Лид,True
5385,20240318,21,43,0.0,2,Лид,False
2186,20240425,21,41,0.0,1,Лид,False
4316,20240621,21,50,0.0,1,Переговоры,False
1051,20240711,21,70,0.0,3,Переговоры,False
3524,20240806,21,84,0.0,4,Контакт установлен,False
678,20240921,21,36,0.0,3,Лид,False
5096,20241010,21,81,0.0,3,Контакт установлен,False
9217,20241129,21,27,0.0,1,Контакт установлен,False
4127,20250325,21,72,0.0,2,Лид,False
5570,20250408,21,16,65.23,1,Сделка закрыта,False
7247,20250428,21,47,0.0,2,Контакт установлен,False
4725,20250605,21,72,89.86,1,Сделка закрыта,False
8950,20250822,21,74,0.0,2,Предложение отправлено,False
3190,20250831,21,46,0.0,2,Переговоры,False
8892,20250924,21,2,0.0,2,Лид,False
4224,20240127,22,41,0.0,2,Контакт установлен,True
5458,20240519,22,64,0.0,2,Лид,False
777,20240623,22,78,0.0,1,Контакт установлен,False
2160,20240725,22,75,0.0,2,Лид,False
8160,20240815,22,18,0.0,2,Предложение отправлено,False
4274,20240925,22,33,0.0,3,Переговоры,False
9021,20241002,22,54,0.0,1,Предложение отправлено,False
7400,20241117,22,66,404.5,2,Сделка закрыта,False
2781,20241226,22,84,0.0,3,Лид,False
3781,20250306,22,53,0.0,1,Контакт установлен,False
5056,20250425,22,22,0.0,2,Контакт установлен,False
5346,20250425,22,11,0.0,2,Переговоры,False
3335,20250713,22,31,0.0,1,Контакт установлен,False
7874,20250804,22,55,0.0,3,Контакт установлен,False
5558,20250902,22,66,0.0,1,Лид,False
3277,20251013,22,89,49.35,1,Сделка закрыта,False
9385,20251024,22,44,0.0,2,Лид,False
4351,20251231,22,41,0.0,2,Лид,False
4517,20240110,23,39,0.0,3,Лид,True
662,20240318,23,33,0.0,2,Переговоры,False
2989,20240410,23,19,0.0,1,Лид,False
9452,20240707,23,74,0.0,3,Переговоры,False
912,20240806,23,81,0.0,3,Предложение отправлено,False
7065,20240822,23,43,0.0,2,Лид,False
4260,20241212,23,64,0.0,2,Лид,False
7168,20250109,23,26,0.0,3,Переговоры,False
3280,20250307,23,19,453.54,3,Сделка закрыта,False
9564,20250527,23,52,0.0,2,Лид,False
7535,20250604,23,56,708.63,3,Сделка закрыта,False
2210,20250611,23,93,0.0,3,Контакт установлен,False
9576,20250628,23,50,0.0,4,Контакт установлен,False
4687,20251018,23,85,0.0,3,Лид,False
7315,20251019,23,19,0.0,3,Переговоры,False
6196,20240425,24,16,0.0,3,Предложение отправлено,True
4709,20240429,24,13,0.0,1,Лид,False
7781,20240506,24,1,0.0,1,Переговоры,False
4145,20240825,24,40,0.0,1,Лид,False
4244,20240917,24,41,0.0,2,Переговоры,False
3419,20240925,24,51,0.0,2,Контакт установлен,False
7119,20241122,24,5,0.0,1,Контакт установлен,False
9287,20241209,24,36,64.97,1,Сделка закрыта,False
801,20241229,24,42,0.0,1,Лид,False
1301,20250314,24,89,0.0,3,Лид,False
6066,20250319,24,57,0.0,2,Контакт установлен,False
2015,20250409,24,88,0.0,1,Контакт установлен,False
2119,20250430,24,14,0.0,1,Контакт установлен,False
8988,20250512,24,6,0.0,3,Лид,False
6029,20250822,24,43,0.0,2,Лид,False
5088,20250826,24,52,0.0,2,Переговоры,False
8320,20251002,24,81,0.0,1,Переговоры,False
3561,20251005,24,12,0.0,3,Предложение отправлено,False
7742,20251007,24,46,0.0,1,Переговоры,False
3308,20251010,24,14,0.0,4,Контакт установлен,False
1624,20251030,24,22,0.0,1,Переговоры,False
4985,20251212,24,69,0.0,5,Лид,False
7099,20251225,24,68,0.0,1,Контакт установлен,False
8517,20251229,24,40,0.0,1,Предложение отправлено,False
229,20240229,25,12,0.0,3,Лид,True
9132,20240314,25,32,0.0,2,Контакт установлен,False
1935,20240406,25,44,90.84,2,Сделка закрыта,False
7744,20240709,25,29,0.0,2,Лид,False
6981,20240820,25,28,0.0,1,Лид,False
9903,20240831,25,24,0.0,1,Лид,False
1666,20240905,25,25,201.48,3,Сделка закрыта,False
6379,20241203,25,20,0.0,2,Лид,False
1477,20250113,25,61,231.0,5,Сделка закрыта,False
6481,20250121,25,38,0.0,2,Контакт установлен,False
4124,20250130,25,6,0.0,2,Контакт установлен,False
9296,20250312,25,64,0.0,3,Лид,False
6540,20250413,25,50,0.0,2,Контакт установлен,False
5500,20250713,25,62,0.0,2,Переговоры,False
6684,20251011,25,10,0.0,1,Переговоры,False
5954,20240116,26,47,0.0,1,Предложение отправлено,True
2322,20240213,26,85,0.0,3,Контакт установлен,False
6953,20240510,26,47,0.0,1,Лид,False
8331,20240511,26,23,0.0,2,Лид,False
2931,20240514,26,4,0.0,2,Лид,False
4733,20240712,26,62,0.0,2,Лид,False
6151,20240811,26,58,0.0,2,Лид,False
6339,20240811,26,49,0.0,2,Переговоры,False
5522,20240812,26,68,45.94,2,Сделка закрыта,False
3328,20240908,26,85,0.0,1,Предложение отправлено,False
5208,20240914,26,79,0.0,3,Лид,False
1061,20240915,26,1,0.0,3,Контакт установлен,False
176,20241021,26,71,0.0,3,Лид,False
4256,20241111,26,5,0.0,4,Контакт установлен,False
441,20250110,26,73,0.0,1,Предложение отправлено,False
3847,20250228,26,14,0.0,2,Лид,False
7086,20250302,26,7,0.0,2,Лид,False
5750,20250323,26,14,0.0,3,Лид,False
5766,20250326,26,38,0.0,2,Лид,False
8435,20250412,26,63,0.0,3,Лид,False
715,20250619,26,61,0.0,3,Контакт установлен,False
4273,20250620,26,36,0.0,2,Предложение отправлено,False
1646,20250622,26,17,0.0,2,Лид,False
6843,20250628,26,85,0.0,1,Лид,False
413,20250704,26,61,0.0,1,Лид,False
5728,20250707,26,80,0.0,3,Лид,False
2269,20250805,26,3,0.0,2,Лид,False
6064,20250815,26,26,0.0,1,Лид,False
5653,20250904,26,68,0.0,3,Лид,False
7391,20250907,26,62,0.0,1,Предложение отправлено,False
8104,20250908,26,10,0.0,1,Лид,False
9463,20240509,27,60,0.0,3,Предложение отправлено,True
8842,20240525,27,6,0.0,1,Лид,False
2031,20240626,27,16,0.0,3,Лид,False
2525,20240717,27,20,102.98,2,Сделка закрыта,False
4853,20240719,27,13,965.7,3,Сделка закрыта,False
121,20240804,27,37,0.0,2,Лид,False
521,20240830,27,37,0.0,2,Контакт установлен,False
5189,20240830,27,52,0.0,2,Лид,False
5529,20241010,27,48,0.0,2,Лид,False
9983,20250116,27,57,0.0,1,Лид,False
8451,20250128,27,15,0.0,2,Контакт установлен,False
5756,20250312,27,20,0.0,2,Переговоры,False
1738,20250404,27,73,0.0,3,Лид,False
3337,20250419,27,31,0.0,1,Лид,False
6988,20250613,27,62,0.0,1,Лид,False
7958,20250731,27,41,0.0,2,Переговоры,False
4567,20250822,27,67,0.0,2,Лид,False
9257,20251006,27,81,0.0,2,Лид,False
8554,20251007,27,15,37.06,1,Сделка закрыта,False
5856,20251122,27,4,0.0,1,Переговоры,False
4258,20251209,27,20,0.0,3,Переговоры,False
1492,20240122,28,58,0.0,1,Переговоры,True
5800,20240207,28,32,0.0,4,Контакт установлен,False
7468,20240223,28,31,0.0,3,Лид,False
7934,20240321,28,16,0.0,1,Предложение отправлено,False
3127,20240604,28,67,0.0,2,Предложение отправлено,False
9088,20240618,28,69,62.57,1,Сделка закрыта,False
4838,20240721,28,20,142.64,2,Сделка закрыта,False
5439,20240814,28,3,0.0,4,Контакт установлен,False
9559,20240827,28,100,119.6,2,Сделка закрыта,False
5348,20240901,28,56,0.0,2,Переговоры,False
6500,20240903,28,56,0.0,2,Лид,False
8853,20240905,28,75,0.0,2,Переговоры,False
6806,20240930,28,4,0.0,2,Лид,False
5454,20241023,28,44,0.0,3,Лид,False
91,20241115,28,32,0.0,2,Лид,False
625,20241231,28,47,0.0,1,Переговоры,False
6753,20250219,28,1,0.0,1,Предложение отправлено,False
267,20250306,28,59,0.0,1,Контакт установлен,False
5306,20250401,28,20,0.0,2,Переговоры,False
7088,20250511,28,3,0.0,3,Переговоры,False
5308,20250522,28,71,0.0,2,Лид,False
8508,20250809,28,35,0.0,2,Контакт установлен,False
2383,20250812,28,16,0.0,1,Контакт установлен,False
7984,20250903,28,94,0.0,1,Переговоры,False
2929,20251028,28,63,0.0,5,Контакт установлен,False
786,20251215,28,52,0.0,1,Контакт установлен,False
8509,20240228,29,87,0.0,2,Лид,True
7270,20240415,29,3,0.0,2,Предложение отправлено,False
826,20240420,29,54,0.0,3,Переговоры,False
7791,20240430,29,13,0.0,1,Предложение отправлено,False
6877,20240501,29,61,0.0,3,Переговоры,False
4742,20240616,29,80,0.0,3,Контакт установлен,False
8281,20241104,29,29,0.0,1,Контакт установлен,False
5408,20241219,29,69,0.0,3,Лид,False
4321,20250202,29,9,0.0,3,Лид,False
2234,20250318,29,81,0.0,1,Лид,False
4837,20250330,29,39,0.0,2,Лид,False
1147,20250403,29,80,0.0,1,Контакт установлен,False
2203,20250403,29,2,0.0,1,Лид,False
1924,20250503,29,3,0.0,4,Контакт установлен,False
4154,20250603,29,71,0.0,1,Лид,False
2049,20250911,29,48,176.16,2,Сделка закрыта,False
6827,20251001,29,15,0.0,2,Контакт установлен,False
